n,d,tau,S,Sh,norm,dtau,dtau_type,distribution,rejection_rate,pvalue_NA_rate,N,psd_rate,pd_rate
50,5,0.6,Sh,ShJ,Euclidean,0.2,single,normal,96.24,0,2500,1,1
50,5,0.6,Sh,ShJ,Supremum,0.2,single,normal,76.56,0,2500,1,1
50,5,0.6,I,ShJ,Euclidean,0.2,single,normal,78.92,0,5000,,
50,5,0.6,I,ShJ,Supremum,0.2,single,normal,97.08,0,5000,,
50,5,0.6,Sh,SbJ,Euclidean,0.2,single,normal,94.2,0,2500,1,1
50,5,0.6,Sh,SbJ,Supremum,0.2,single,normal,98.68,0,2500,1,1
50,5,0.6,I,SbJ,Euclidean,0.2,single,normal,87.04,0,2500,1,1
50,5,0.6,I,SbJ,Supremum,0.2,single,normal,97.6,0,2500,1,1
250,5,0,Sh,ShP,Euclidean,0.1,column,normal,60.68,0,2500,1,1
250,5,0,Sh,ShP,Supremum,0.1,column,normal,40.96,0,2500,1,1
250,5,0,I,ShP,Euclidean,0.1,column,normal,69.24,0,2500,1,1
250,5,0,I,ShP,Supremum,0.1,column,normal,47.16,0,2500,1,1
250,5,0,Sh,SbP,Euclidean,0.1,column,normal,63.04,0,2500,1,1
250,5,0,Sh,SbP,Supremum,0.1,column,normal,38.76,0,2500,1,1
250,5,0,I,SbP,Euclidean,0.1,column,normal,68.12,0,2500,1,1
250,5,0,I,SbP,Supremum,0.1,column,normal,44.04,0,2500,1,1
250,5,0,Sh,ShJ,Euclidean,0.1,column,normal,59.08,0,2500,1,1
250,5,0,Sh,ShJ,Supremum,0.1,column,normal,39.56,0,2500,1,1
250,5,0,I,ShJ,Euclidean,0.1,column,normal,67.24,0,2500,1,1
250,5,0,I,ShJ,Supremum,0.1,column,normal,44.92,0,2500,1,1
250,5,0,Sh,SbJ,Euclidean,0.1,column,normal,65.12,0,2500,1,1
250,5,0,Sh,SbJ,Supremum,0.1,column,normal,41.16,0,2500,1,1
250,5,0,I,SbJ,Euclidean,0.1,column,normal,68.92,0,2500,1,1
250,5,0,I,SbJ,Supremum,0.1,column,normal,46,0,2500,1,1
150,15,0.3,Sh,ShP,Euclidean,0.1,column,normal,100,0,2500,0,0
150,15,0.3,Sh,ShP,Supremum,0.1,column,normal,99.88,0,2500,0,0
150,15,0.3,I,ShP,Euclidean,0.1,column,normal,74.04,0,2500,0,0
150,15,0.3,I,ShP,Supremum,0.1,column,normal,63.92,0,2500,0,0
150,15,0.3,Sh,SbP,Euclidean,0.1,column,normal,38.56,0,2500,1,1
150,15,0.3,Sh,SbP,Supremum,0.1,column,normal,22.2,0,2500,1,1
150,15,0.3,I,SbP,Euclidean,0.1,column,normal,76.24,0,2500,1,1
150,15,0.3,I,SbP,Supremum,0.1,column,normal,64.76,0,2500,1,1
150,15,0.3,Sh,ShJ,Euclidean,0.1,column,normal,100,0,2500,1,1
150,15,0.3,Sh,ShJ,Supremum,0.1,column,normal,99.24,0,2500,1,1
150,15,0.3,I,ShJ,Euclidean,0.1,column,normal,69.76,0,5000,,
150,15,0.3,I,ShJ,Supremum,0.1,column,normal,59.7,0,5000,,
150,15,0.3,Sh,SbJ,Euclidean,0.1,column,normal,37.6,0,2500,1,1
150,15,0.3,Sh,SbJ,Supremum,0.1,column,normal,22.16,0,2500,1,1
150,15,0.3,I,SbJ,Euclidean,0.1,column,normal,76.04,0,2500,1,1
150,15,0.3,I,SbJ,Supremum,0.1,column,normal,64.68,0,2500,1,1
50,5,0.3,Sh,ShP,Euclidean,0,none,normal,34.64,0,2500,1,1
50,5,0.3,Sh,ShP,Supremum,0,none,normal,29.64,0,2500,1,1
50,5,0.3,I,ShP,Euclidean,0,none,normal,5.04,0,2500,1,1
50,5,0.3,I,ShP,Supremum,0,none,normal,6.52,0,2500,1,1
50,5,0.3,Sh,SbP,Euclidean,0,none,normal,3.2,0,2500,1,1
50,5,0.3,Sh,SbP,Supremum,0,none,normal,3.6,0,2500,1,1
50,5,0.3,I,SbP,Euclidean,0,none,normal,3.24,0,2500,1,1
50,5,0.3,I,SbP,Supremum,0,none,normal,3.76,0,2500,1,1
50,5,0.3,Sh,ShJ,Euclidean,0,none,normal,21.68,0,2500,1,1
50,5,0.3,Sh,ShJ,Supremum,0,none,normal,18.24,0,2500,1,1
50,5,0.3,I,ShJ,Euclidean,0,none,normal,2.42,0,5000,,
50,5,0.3,I,ShJ,Supremum,0,none,normal,3.42,0,5000,,
50,5,0.3,Sh,SbJ,Euclidean,0,none,normal,4.72,0,2500,1,1
50,5,0.3,Sh,SbJ,Supremum,0,none,normal,4.48,0,2500,1,1
50,5,0.3,I,SbJ,Euclidean,0,none,normal,4.56,0,2500,1,1
50,5,0.3,I,SbJ,Supremum,0,none,normal,4.28,0,2500,1,1
100,25,0.3,Sh,ShP,Euclidean,0.2,column,normal,82.8,0,2500,0,0
100,25,0.3,Sh,ShP,Supremum,0.2,column,normal,79.52,0,2500,0,0
100,25,0.3,I,ShP,Euclidean,0.2,column,normal,98.88,0,2500,0,0
100,25,0.3,I,ShP,Supremum,0.2,column,normal,98.92,0,2500,0,0
100,25,0.3,Sh,SbP,Euclidean,0.2,column,normal,76.6,0,2500,1,1
100,25,0.3,Sh,SbP,Supremum,0.2,column,normal,55.56,0,2500,1,1
100,25,0.3,I,SbP,Euclidean,0.2,column,normal,99.64,0,2500,1,1
100,25,0.3,I,SbP,Supremum,0.2,column,normal,99.4,0,2500,1,1
100,25,0.3,Sh,ShJ,Euclidean,0.2,column,normal,74.12,0,2500,1,0
100,25,0.3,Sh,ShJ,Supremum,0.2,column,normal,73.36,0,2500,1,0
100,25,0.3,I,ShJ,Euclidean,0.2,column,normal,98.18,0,5000,,
100,25,0.3,I,ShJ,Supremum,0.2,column,normal,98.66,0,5000,,
100,25,0.3,Sh,SbJ,Euclidean,0.2,column,normal,71.4,0,2500,1,1
100,25,0.3,Sh,SbJ,Supremum,0.2,column,normal,57.6,0,2500,1,1
100,25,0.3,I,SbJ,Euclidean,0.2,column,normal,99.56,0,2500,1,1
100,25,0.3,I,SbJ,Supremum,0.2,column,normal,99.36,0,2500,1,1
100,25,0.6,Sh,ShP,Euclidean,0.2,column,normal,96.08,0,2500,0,0
100,25,0.6,Sh,ShP,Supremum,0.2,column,normal,96.32,0,2500,0,0
100,25,0.6,I,ShP,Euclidean,0.2,column,normal,100,0,2500,0,0
100,25,0.6,I,ShP,Supremum,0.2,column,normal,100,0,2500,0,0
100,25,0.6,Sh,SbP,Euclidean,0.2,column,normal,100,0,2500,1,1
100,25,0.6,Sh,SbP,Supremum,0.2,column,normal,99.8,0,2500,1,1
100,25,0.6,I,SbP,Euclidean,0.2,column,normal,100,0,2500,1,1
100,25,0.6,I,SbP,Supremum,0.2,column,normal,100,0,2500,1,1
100,25,0.6,Sh,ShJ,Euclidean,0.2,column,normal,98.16,0,2500,1,0
100,25,0.6,Sh,ShJ,Supremum,0.2,column,normal,97.68,0,2500,1,0
100,25,0.6,I,ShJ,Euclidean,0.2,column,normal,100,0,5000,,
100,25,0.6,I,ShJ,Supremum,0.2,column,normal,100,0,5000,,
100,25,0.6,Sh,SbJ,Euclidean,0.2,column,normal,100,0,2500,1,1
100,25,0.6,Sh,SbJ,Supremum,0.2,column,normal,99.96,0,2500,1,1
100,25,0.6,I,SbJ,Euclidean,0.2,column,normal,100,0,2500,1,1
100,25,0.6,I,SbJ,Supremum,0.2,column,normal,100,0,2500,1,1
50,25,0.6,Sh,ShP,Euclidean,0.1,single,normal,6.28,0,2500,0,0
50,25,0.6,Sh,ShP,Supremum,0.1,single,normal,5.4,0,2500,0,0
50,25,0.6,I,ShP,Euclidean,0.1,single,normal,0.4,0,2500,0,0
50,25,0.6,I,ShP,Supremum,0.1,single,normal,2.44,0,2500,0,0
50,25,0.6,Sh,SbP,Euclidean,0.1,single,normal,7.6,0,2500,1,1
50,25,0.6,Sh,SbP,Supremum,0.1,single,normal,19,0,2500,1,1
50,25,0.6,I,SbP,Euclidean,0.1,single,normal,4.28,0,2500,1,1
50,25,0.6,I,SbP,Supremum,0.1,single,normal,8.12,0,2500,1,1
50,25,0.6,Sh,ShJ,Euclidean,0.1,single,normal,2.52,0,2500,1,0
50,25,0.6,Sh,ShJ,Supremum,0.1,single,normal,1.92,0,2500,1,0
50,25,0.6,I,ShJ,Euclidean,0.1,single,normal,0.08,0,5000,,
50,25,0.6,I,ShJ,Supremum,0.1,single,normal,1.18,0,5000,,
50,25,0.6,Sh,SbJ,Euclidean,0.1,single,normal,0.44,0,2500,1,1
50,25,0.6,Sh,SbJ,Supremum,0.1,single,normal,12.68,0,2500,1,1
50,25,0.6,I,SbJ,Euclidean,0.1,single,normal,1.8,0,2500,1,1
50,25,0.6,I,SbJ,Supremum,0.1,single,normal,4.4,0,2500,1,1
100,25,0.3,Sh,ShP,Euclidean,0,none,normal,5.44,0,2500,0,0
100,25,0.3,Sh,ShP,Supremum,0,none,normal,3.64,0,2500,0,0
100,25,0.3,I,ShP,Euclidean,0,none,normal,1.08,0,2500,0,0
100,25,0.3,I,ShP,Supremum,0,none,normal,3.08,0,2500,0,0
100,25,0.3,Sh,SbP,Euclidean,0,none,normal,4.48,0,2500,1,1
100,25,0.3,Sh,SbP,Supremum,0,none,normal,4.28,0,2500,1,1
100,25,0.3,I,SbP,Euclidean,0,none,normal,4.52,0,2500,1,1
100,25,0.3,I,SbP,Supremum,0,none,normal,4,0,2500,1,1
100,25,0.3,Sh,ShJ,Euclidean,0,none,normal,2.64,0,2500,1,0
100,25,0.3,Sh,ShJ,Supremum,0,none,normal,1.88,0,2500,1,0
100,25,0.3,I,ShJ,Euclidean,0,none,normal,0.58,0,5000,,
100,25,0.3,I,ShJ,Supremum,0,none,normal,2.96,0,5000,,
100,25,0.3,Sh,SbJ,Euclidean,0,none,normal,2.84,0,2500,1,1
100,25,0.3,Sh,SbJ,Supremum,0,none,normal,3.92,0,2500,1,1
100,25,0.3,I,SbJ,Euclidean,0,none,normal,4.36,0,2500,1,1
100,25,0.3,I,SbJ,Supremum,0,none,normal,3.64,0,2500,1,1
150,25,0,Sh,ShP,Euclidean,0.2,single,normal,42.36,0,2500,0,0
150,25,0,Sh,ShP,Supremum,0.2,single,normal,21.56,0,2500,0,0
150,25,0,I,ShP,Euclidean,0.2,single,normal,0.96,0,2500,0,0
150,25,0,I,ShP,Supremum,0.2,single,normal,45.56,0,2500,0,0
150,25,0,Sh,SbP,Euclidean,0.2,single,normal,12.52,0,2500,1,1
150,25,0,Sh,SbP,Supremum,0.2,single,normal,46.24,0,2500,1,1
150,25,0,I,SbP,Euclidean,0.2,single,normal,12.48,0,2500,1,1
150,25,0,I,SbP,Supremum,0.2,single,normal,46.12,0,2500,1,1
150,25,0,Sh,ShJ,Euclidean,0.2,single,normal,28.88,0,2500,1,0
150,25,0,Sh,ShJ,Supremum,0.2,single,normal,15.92,0,2500,1,0
150,25,0,I,ShJ,Euclidean,0.2,single,normal,0.36,0,5000,,
150,25,0,I,ShJ,Supremum,0.2,single,normal,44.14,0,5000,,
150,25,0,Sh,SbJ,Euclidean,0.2,single,normal,12.8,0,2500,1,1
150,25,0,Sh,SbJ,Supremum,0.2,single,normal,46.08,0,2500,1,1
150,25,0,I,SbJ,Euclidean,0.2,single,normal,12.56,0,2500,1,1
150,25,0,I,SbJ,Supremum,0.2,single,normal,45.92,0,2500,1,1
100,25,0.6,Sh,ShP,Euclidean,0.1,single,normal,34.96,0,2500,0,0
100,25,0.6,Sh,ShP,Supremum,0.1,single,normal,22.2,0,2500,0,0
100,25,0.6,I,ShP,Euclidean,0.1,single,normal,1.92,0,2500,0,0
100,25,0.6,I,ShP,Supremum,0.1,single,normal,21.24,0,2500,0,0
100,25,0.6,Sh,SbP,Euclidean,0.1,single,normal,15.12,0,2500,1,1
100,25,0.6,Sh,SbP,Supremum,0.1,single,normal,61.72,0,2500,1,1
100,25,0.6,I,SbP,Euclidean,0.1,single,normal,6.28,0,2500,1,1
100,25,0.6,I,SbP,Supremum,0.1,single,normal,28.52,0,2500,1,1
100,25,0.6,Sh,ShJ,Euclidean,0.1,single,normal,25.68,0,2500,1,0
100,25,0.6,Sh,ShJ,Supremum,0.1,single,normal,15.28,0,2500,1,0
100,25,0.6,I,ShJ,Euclidean,0.1,single,normal,0.6,0,5000,,
100,25,0.6,I,ShJ,Supremum,0.1,single,normal,15.82,0,5000,,
100,25,0.6,Sh,SbJ,Euclidean,0.1,single,normal,4.36,0,2500,1,1
100,25,0.6,Sh,SbJ,Supremum,0.1,single,normal,56.68,0,2500,1,1
100,25,0.6,I,SbJ,Euclidean,0.1,single,normal,4,0,2500,1,1
100,25,0.6,I,SbJ,Supremum,0.1,single,normal,23.56,0,2500,1,1
100,25,0,Sh,ShP,Euclidean,0.1,single,normal,0,0,2500,0,0
100,25,0,Sh,ShP,Supremum,0.1,single,normal,0,0,2500,0,0
100,25,0,I,ShP,Euclidean,0.1,single,normal,0.16,0,2500,0,0
100,25,0,I,ShP,Supremum,0.1,single,normal,4.36,0,2500,0,0
100,25,0,Sh,SbP,Euclidean,0.1,single,normal,5.84,0,2500,1,1
100,25,0,Sh,SbP,Supremum,0.1,single,normal,4.92,0,2500,1,1
100,25,0,I,SbP,Euclidean,0.1,single,normal,5.96,0,2500,1,1
100,25,0,I,SbP,Supremum,0.1,single,normal,4.72,0,2500,1,1
100,25,0,Sh,ShJ,Euclidean,0.1,single,normal,0,0,2500,1,0
100,25,0,Sh,ShJ,Supremum,0.1,single,normal,0,0,2500,1,0
100,25,0,I,ShJ,Euclidean,0.1,single,normal,0.02,0,5000,,
100,25,0,I,ShJ,Supremum,0.1,single,normal,3.58,0,5000,,
100,25,0,Sh,SbJ,Euclidean,0.1,single,normal,6.12,0,2500,1,1
100,25,0,Sh,SbJ,Supremum,0.1,single,normal,4.56,0,2500,1,1
100,25,0,I,SbJ,Euclidean,0.1,single,normal,6.12,0,2500,1,1
100,25,0,I,SbJ,Supremum,0.1,single,normal,4.52,0,2500,1,1
50,25,0.6,Sh,ShP,Euclidean,0.2,column,normal,58.36,0,2500,0,0
50,25,0.6,Sh,ShP,Supremum,0.2,column,normal,72.6,0,2500,0,0
50,25,0.6,I,ShP,Euclidean,0.2,column,normal,99.64,0,2500,0,0
50,25,0.6,I,ShP,Supremum,0.2,column,normal,99.8,0,2500,0,0
50,25,0.6,Sh,SbP,Euclidean,0.2,column,normal,93.1945556445156,8e-04,2500,,
50,25,0.6,Sh,SbP,Supremum,0.2,column,normal,79.9839871897518,8e-04,2500,,
50,25,0.6,I,SbP,Euclidean,0.2,column,normal,100,8e-04,2500,,
50,25,0.6,I,SbP,Supremum,0.2,column,normal,99.9599679743795,8e-04,2500,,
50,25,0.6,Sh,ShJ,Euclidean,0.2,column,normal,59.4,0,2500,1,0
50,25,0.6,Sh,ShJ,Supremum,0.2,column,normal,72.92,0,2500,1,0
50,25,0.6,I,ShJ,Euclidean,0.2,column,normal,99.1,0,5000,,
50,25,0.6,I,ShJ,Supremum,0.2,column,normal,99.58,0,5000,,
50,25,0.6,Sh,SbJ,Euclidean,0.2,column,normal,70.92,0,2500,1,1
50,25,0.6,Sh,SbJ,Supremum,0.2,column,normal,78.68,0,2500,1,1
50,25,0.6,I,SbJ,Euclidean,0.2,column,normal,99.92,0,2500,1,1
50,25,0.6,I,SbJ,Supremum,0.2,column,normal,99.84,0,2500,1,1
100,25,0.6,Sh,ShP,Euclidean,0.2,single,normal,48.36,0,2500,0,0
100,25,0.6,Sh,ShP,Supremum,0.2,single,normal,34,0,2500,0,0
100,25,0.6,I,ShP,Euclidean,0.2,single,normal,6.04,0,2500,0,0
100,25,0.6,I,ShP,Supremum,0.2,single,normal,100,0,2500,0,0
100,25,0.6,Sh,SbP,Euclidean,0.2,single,normal,76.6,0,2500,1,1
100,25,0.6,Sh,SbP,Supremum,0.2,single,normal,100,0,2500,1,1
100,25,0.6,I,SbP,Euclidean,0.2,single,normal,16.88,0,2500,1,1
100,25,0.6,I,SbP,Supremum,0.2,single,normal,100,0,2500,1,1
100,25,0.6,Sh,ShJ,Euclidean,0.2,single,normal,36.56,0,2500,1,0
100,25,0.6,Sh,ShJ,Supremum,0.2,single,normal,24.08,0,2500,1,0
100,25,0.6,I,ShJ,Euclidean,0.2,single,normal,2.08,0,5000,,
100,25,0.6,I,ShJ,Supremum,0.2,single,normal,99.98,0,5000,,
100,25,0.6,Sh,SbJ,Euclidean,0.2,single,normal,52,0,2500,1,1
100,25,0.6,Sh,SbJ,Supremum,0.2,single,normal,100,0,2500,1,1
100,25,0.6,I,SbJ,Euclidean,0.2,single,normal,10.24,0,2500,1,1
100,25,0.6,I,SbJ,Supremum,0.2,single,normal,100,0,2500,1,1
50,25,0.6,Sh,ShP,Euclidean,0.1,column,normal,17.2,0,2500,0,0
50,25,0.6,Sh,ShP,Supremum,0.1,column,normal,20.36,0,2500,0,0
50,25,0.6,I,ShP,Euclidean,0.1,column,normal,36.96,0,2500,0,0
50,25,0.6,I,ShP,Supremum,0.1,column,normal,50.56,0,2500,0,0
50,25,0.6,Sh,SbP,Euclidean,0.1,column,normal,19.64,0,2500,1,1
50,25,0.6,Sh,SbP,Supremum,0.1,column,normal,14.92,0,2500,1,1
50,25,0.6,I,SbP,Euclidean,0.1,column,normal,66.6,0,2500,1,1
50,25,0.6,I,SbP,Supremum,0.1,column,normal,68.48,0,2500,1,1
50,25,0.6,Sh,ShJ,Euclidean,0.1,column,normal,14.92,0,2500,1,0
50,25,0.6,Sh,ShJ,Supremum,0.1,column,normal,18.36,0,2500,1,0
50,25,0.6,I,ShJ,Euclidean,0.1,column,normal,22.08,0,5000,,
50,25,0.6,I,ShJ,Supremum,0.1,column,normal,40.12,0,5000,,
50,25,0.6,Sh,SbJ,Euclidean,0.1,column,normal,1.52,0,2500,1,1
50,25,0.6,Sh,SbJ,Supremum,0.1,column,normal,8.48,0,2500,1,1
50,25,0.6,I,SbJ,Euclidean,0.1,column,normal,50.44,0,2500,1,1
50,25,0.6,I,SbJ,Supremum,0.1,column,normal,59.8,0,2500,1,1
50,25,0.3,Sh,ShP,Euclidean,0.2,single,normal,0.08,0,2500,0,0
50,25,0.3,Sh,ShP,Supremum,0.2,single,normal,0.12,0,2500,0,0
50,25,0.3,I,ShP,Euclidean,0.2,single,normal,0.4,0,2500,0,0
50,25,0.3,I,ShP,Supremum,0.2,single,normal,7.08,0,2500,0,0
50,25,0.3,Sh,SbP,Euclidean,0.2,single,normal,8.52,0,2500,1,1
50,25,0.3,Sh,SbP,Supremum,0.2,single,normal,26.16,0,2500,1,1
50,25,0.3,I,SbP,Euclidean,0.2,single,normal,4.4,0,2500,1,1
50,25,0.3,I,SbP,Supremum,0.2,single,normal,11.28,0,2500,1,1
50,25,0.3,Sh,ShJ,Euclidean,0.2,single,normal,0,0,2500,1,0
50,25,0.3,Sh,ShJ,Supremum,0.2,single,normal,0.04,0,2500,1,0
50,25,0.3,I,ShJ,Euclidean,0.2,single,normal,0.12,0,5000,,
50,25,0.3,I,ShJ,Supremum,0.2,single,normal,5.2,0,5000,,
50,25,0.3,Sh,SbJ,Euclidean,0.2,single,normal,4.88,0,2500,1,1
50,25,0.3,Sh,SbJ,Supremum,0.2,single,normal,23.28,0,2500,1,1
50,25,0.3,I,SbJ,Euclidean,0.2,single,normal,4.44,0,2500,1,1
50,25,0.3,I,SbJ,Supremum,0.2,single,normal,9.96,0,2500,1,1
150,25,0.6,Sh,ShP,Euclidean,0.1,column,normal,99.16,0,2500,0,0
150,25,0.6,Sh,ShP,Supremum,0.1,column,normal,92,0,2500,0,0
150,25,0.6,I,ShP,Euclidean,0.1,column,normal,99.64,0,2500,0,0
150,25,0.6,I,ShP,Supremum,0.1,column,normal,99.68,0,2500,0,0
150,25,0.6,Sh,SbP,Euclidean,0.1,column,normal,81.6,0,2500,1,1
150,25,0.6,Sh,SbP,Supremum,0.1,column,normal,57.76,0,2500,1,1
150,25,0.6,I,SbP,Euclidean,0.1,column,normal,99.92,0,2500,1,1
150,25,0.6,I,SbP,Supremum,0.1,column,normal,99.84,0,2500,1,1
150,25,0.6,Sh,ShJ,Euclidean,0.1,column,normal,99.4,0,2500,1,0
150,25,0.6,Sh,ShJ,Supremum,0.1,column,normal,93.44,0,2500,1,0
150,25,0.6,I,ShJ,Euclidean,0.1,column,normal,99.16,0,5000,,
150,25,0.6,I,ShJ,Supremum,0.1,column,normal,99.34,0,5000,,
150,25,0.6,Sh,SbJ,Euclidean,0.1,column,normal,68.48,0,2500,1,1
150,25,0.6,Sh,SbJ,Supremum,0.1,column,normal,55.04,0,2500,1,1
150,25,0.6,I,SbJ,Euclidean,0.1,column,normal,99.64,0,2500,1,1
150,25,0.6,I,SbJ,Supremum,0.1,column,normal,99.72,0,2500,1,1
50,25,0,Sh,ShP,Euclidean,0.2,column,normal,0.08,0,2500,0,0
50,25,0,Sh,ShP,Supremum,0.2,column,normal,0.4,0,2500,0,0
50,25,0,I,ShP,Euclidean,0.2,column,normal,38.4,0,2500,0,0
50,25,0,I,ShP,Supremum,0.2,column,normal,50.52,0,2500,0,0
50,25,0,Sh,SbP,Euclidean,0.2,column,normal,21.4,0,2500,1,1
50,25,0,Sh,SbP,Supremum,0.2,column,normal,13.96,0,2500,1,1
50,25,0,I,SbP,Euclidean,0.2,column,normal,66.88,0,2500,1,1
50,25,0,I,SbP,Supremum,0.2,column,normal,55,0,2500,1,1
50,25,0,Sh,ShJ,Euclidean,0.2,column,normal,0.04,0,2500,1,0
50,25,0,Sh,ShJ,Supremum,0.2,column,normal,0.36,0,2500,1,0
50,25,0,I,ShJ,Euclidean,0.2,column,normal,29.58,0,5000,,
50,25,0,I,ShJ,Supremum,0.2,column,normal,45.18,0,5000,,
50,25,0,Sh,SbJ,Euclidean,0.2,column,normal,21.64,0,2500,1,1
50,25,0,Sh,SbJ,Supremum,0.2,column,normal,14.88,0,2500,1,1
50,25,0,I,SbJ,Euclidean,0.2,column,normal,69.16,0,2500,1,1
50,25,0,I,SbJ,Supremum,0.2,column,normal,55.72,0,2500,1,1
150,25,0,Sh,ShP,Euclidean,0.1,single,normal,35.32,0,2500,0,0
150,25,0,Sh,ShP,Supremum,0.1,single,normal,14.92,0,2500,0,0
150,25,0,I,ShP,Euclidean,0.1,single,normal,0.4,0,2500,0,0
150,25,0,I,ShP,Supremum,0.1,single,normal,6.68,0,2500,0,0
150,25,0,Sh,SbP,Euclidean,0.1,single,normal,5.8,0,2500,1,1
150,25,0,Sh,SbP,Supremum,0.1,single,normal,6.76,0,2500,1,1
150,25,0,I,SbP,Euclidean,0.1,single,normal,5.8,0,2500,1,1
150,25,0,I,SbP,Supremum,0.1,single,normal,6.8,0,2500,1,1
150,25,0,Sh,ShJ,Euclidean,0.1,single,normal,22.08,0,2500,1,0
150,25,0,Sh,ShJ,Supremum,0.1,single,normal,9.88,0,2500,1,0
150,25,0,I,ShJ,Euclidean,0.1,single,normal,0.18,0,5000,,
150,25,0,I,ShJ,Supremum,0.1,single,normal,5.64,0,5000,,
150,25,0,Sh,SbJ,Euclidean,0.1,single,normal,5.84,0,2500,1,1
150,25,0,Sh,SbJ,Supremum,0.1,single,normal,6.8,0,2500,1,1
150,25,0,I,SbJ,Euclidean,0.1,single,normal,5.96,0,2500,1,1
150,25,0,I,SbJ,Supremum,0.1,single,normal,6.92,0,2500,1,1
50,25,0.6,Sh,ShP,Euclidean,0,none,normal,6.12,0,2500,0,0
50,25,0.6,Sh,ShP,Supremum,0,none,normal,4.76,0,2500,0,0
50,25,0.6,I,ShP,Euclidean,0,none,normal,0.28,0,2500,0,0
50,25,0.6,I,ShP,Supremum,0,none,normal,1.88,0,2500,0,0
50,25,0.6,Sh,SbP,Euclidean,0,none,normal,4.68,0,2500,1,1
50,25,0.6,Sh,SbP,Supremum,0,none,normal,5.68,0,2500,1,1
50,25,0.6,I,SbP,Euclidean,0,none,normal,3.8,0,2500,1,1
50,25,0.6,I,SbP,Supremum,0,none,normal,5.64,0,2500,1,1
50,25,0.6,Sh,ShJ,Euclidean,0,none,normal,2.48,0,2500,1,0
50,25,0.6,Sh,ShJ,Supremum,0,none,normal,2.36,0,2500,1,0
50,25,0.6,I,ShJ,Euclidean,0,none,normal,0,0,5000,,
50,25,0.6,I,ShJ,Supremum,0,none,normal,0.86,0,5000,,
50,25,0.6,Sh,SbJ,Euclidean,0,none,normal,0.12,0,2500,1,1
50,25,0.6,Sh,SbJ,Supremum,0,none,normal,2.4,0,2500,1,1
50,25,0.6,I,SbJ,Euclidean,0,none,normal,1.48,0,2500,1,1
50,25,0.6,I,SbJ,Supremum,0,none,normal,3.16,0,2500,1,1
150,25,0.3,Sh,ShP,Euclidean,0.2,single,normal,89.96,0,2500,0,0
150,25,0.3,Sh,ShP,Supremum,0.2,single,normal,62.36,0,2500,0,0
150,25,0.3,I,ShP,Euclidean,0.2,single,normal,5.8,0,2500,0,0
150,25,0.3,I,ShP,Supremum,0.2,single,normal,81.24,0,2500,0,0
150,25,0.3,Sh,SbP,Euclidean,0.2,single,normal,34,0,2500,1,1
150,25,0.3,Sh,SbP,Supremum,0.2,single,normal,96.04,0,2500,1,1
150,25,0.3,I,SbP,Euclidean,0.2,single,normal,10.72,0,2500,1,1
150,25,0.3,I,SbP,Supremum,0.2,single,normal,82.44,0,2500,1,1
150,25,0.3,Sh,ShJ,Euclidean,0.2,single,normal,75.56,0,2500,1,0
150,25,0.3,Sh,ShJ,Supremum,0.2,single,normal,46.04,0,2500,1,0
150,25,0.3,I,ShJ,Euclidean,0.2,single,normal,3.38,0,5000,,
150,25,0.3,I,ShJ,Supremum,0.2,single,normal,79.8,0,5000,,
150,25,0.3,Sh,SbJ,Euclidean,0.2,single,normal,28.36,0,2500,1,1
150,25,0.3,Sh,SbJ,Supremum,0.2,single,normal,95.6,0,2500,1,1
150,25,0.3,I,SbJ,Euclidean,0.2,single,normal,10.44,0,2500,1,1
150,25,0.3,I,SbJ,Supremum,0.2,single,normal,81.88,0,2500,1,1
150,25,0.6,Sh,ShP,Euclidean,0.2,column,normal,100,0,2500,0,0
150,25,0.6,Sh,ShP,Supremum,0.2,column,normal,99.88,0,2500,0,0
150,25,0.6,I,ShP,Euclidean,0.2,column,normal,100,0,2500,0,0
150,25,0.6,I,ShP,Supremum,0.2,column,normal,100,0,2500,0,0
150,25,0.6,Sh,SbP,Euclidean,0.2,column,normal,100,0,2500,1,1
150,25,0.6,Sh,SbP,Supremum,0.2,column,normal,100,0,2500,1,1
150,25,0.6,I,SbP,Euclidean,0.2,column,normal,100,0,2500,1,1
150,25,0.6,I,SbP,Supremum,0.2,column,normal,100,0,2500,1,1
150,25,0.6,Sh,ShJ,Euclidean,0.2,column,normal,100,0,2500,1,0
150,25,0.6,Sh,ShJ,Supremum,0.2,column,normal,99.92,0,2500,1,0
150,25,0.6,I,ShJ,Euclidean,0.2,column,normal,100,0,5000,,
150,25,0.6,I,ShJ,Supremum,0.2,column,normal,100,0,5000,,
150,25,0.6,Sh,SbJ,Euclidean,0.2,column,normal,100,0,2500,1,1
150,25,0.6,Sh,SbJ,Supremum,0.2,column,normal,100,0,2500,1,1
150,25,0.6,I,SbJ,Euclidean,0.2,column,normal,100,0,2500,1,1
150,25,0.6,I,SbJ,Supremum,0.2,column,normal,100,0,2500,1,1
50,25,0.3,Sh,ShP,Euclidean,0.2,column,normal,14.16,0,2500,0,0
50,25,0.3,Sh,ShP,Supremum,0.2,column,normal,23.76,0,2500,0,0
50,25,0.3,I,ShP,Euclidean,0.2,column,normal,69.72,0,2500,0,0
50,25,0.3,I,ShP,Supremum,0.2,column,normal,76.96,0,2500,0,0
50,25,0.3,Sh,SbP,Euclidean,0.2,column,normal,32,0,2500,1,1
