n,d,tau,S,Sh,norm,dtau,dtau_type,distribution,rejection_rate,pvalue_NA_rate,N,psd_rate,pd_rate
50,50,0.6,I,SbJ,Euclidean,0.1,column,t4,27,0,1000,,1
50,50,0.6,Sh,SbJ,Supremum,0.1,column,t4,5.4,0,1000,,1
50,50,0.6,I,SbJ,Supremum,0.1,column,t4,52.6,0,1000,,1
150,50,0,Sh,SbJ,Euclidean,0.1,single,t4,6.3,0,1000,,1
150,50,0,I,SbJ,Euclidean,0.1,single,t4,6.1,0,1000,,1
150,50,0,Sh,SbJ,Supremum,0.1,single,t4,4.8,0,1000,,1
150,50,0,I,SbJ,Supremum,0.1,single,t4,5.1,0,1000,,1
50,50,0.3,Sh,SbJ,Euclidean,0,none,t4,2.7,0,1000,,1
50,50,0.3,I,SbJ,Euclidean,0,none,t4,4.9,0,1000,,1
50,50,0.3,Sh,SbJ,Supremum,0,none,t4,3.9,0,1000,,1
50,50,0.3,I,SbJ,Supremum,0,none,t4,5.2,0,1000,,1
150,100,0,Sh,SbJ,Euclidean,0.2,single,t4,9.3,0,1000,,1
150,100,0,I,SbJ,Euclidean,0.2,single,t4,9.1,0,1000,,1
150,100,0,Sh,SbJ,Supremum,0.2,single,t4,14.4,0,1000,,1
150,100,0,I,SbJ,Supremum,0.2,single,t4,14.3,0,1000,,1
150,100,0.6,Sh,SbJ,Euclidean,0.1,single,t4,0.3,0,1000,,1
150,100,0.6,I,SbJ,Euclidean,0.1,single,t4,3.2,0,1000,,1
150,100,0.6,Sh,SbJ,Supremum,0.1,single,t4,52.4,0,1000,,1
150,100,0.6,I,SbJ,Supremum,0.1,single,t4,14.7,0,1000,,1
150,100,0.6,Sh,SbJ,Euclidean,0.2,single,t4,1.9,0,1000,,1
150,100,0.6,I,SbJ,Euclidean,0.2,single,t4,3.8,0,1000,,1
150,100,0.6,Sh,SbJ,Supremum,0.2,single,t4,100,0,1000,,1
150,100,0.6,I,SbJ,Supremum,0.2,single,t4,100,0,1000,,1
150,100,0.3,Sh,SbJ,Euclidean,0,none,t4,2.4,0,1000,,1
150,100,0.3,I,SbJ,Euclidean,0,none,t4,6.2,0,1000,,1
150,100,0.3,Sh,SbJ,Supremum,0,none,t4,5.7,0,1000,,1
150,100,0.3,I,SbJ,Supremum,0,none,t4,6.3,0,1000,,1
150,100,0.3,Sh,SbJ,Euclidean,0.1,single,t4,3.6,0,1000,,1
150,100,0.3,I,SbJ,Euclidean,0.1,single,t4,6,0,1000,,1
150,100,0.3,Sh,SbJ,Supremum,0.1,single,t4,6.2,0,1000,,1
150,100,0.3,I,SbJ,Supremum,0.1,single,t4,7,0,1000,,1
150,100,0,Sh,SbJ,Euclidean,0,none,t4,6.2,0,1000,,1
150,100,0,I,SbJ,Euclidean,0,none,t4,6.3,0,1000,,1
150,100,0,Sh,SbJ,Supremum,0,none,t4,3,0,1000,,1
150,100,0,I,SbJ,Supremum,0,none,t4,2.8,0,1000,,1
150,100,0,Sh,SbJ,Euclidean,0.2,column,t4,15.7,0,1000,,1
150,100,0,I,SbJ,Euclidean,0.2,column,t4,96.6,0,1000,,1
150,100,0,Sh,SbJ,Supremum,0.2,column,t4,11.7,0,1000,,1
150,100,0,I,SbJ,Supremum,0.2,column,t4,97,0,1000,,1
150,100,0.3,Sh,SbJ,Euclidean,0.2,single,t4,4.8,0,1000,,1
150,100,0.3,I,SbJ,Euclidean,0.2,single,t4,4.1,0,1000,,1
150,100,0.3,Sh,SbJ,Supremum,0.2,single,t4,71.3,0,1000,,1
150,100,0.3,I,SbJ,Supremum,0.2,single,t4,34.3,0,1000,,1
150,100,0.6,Sh,SbJ,Euclidean,0.2,column,t4,58.6,0,1000,,1
150,100,0.6,I,SbJ,Euclidean,0.2,column,t4,100,0,1000,,1
150,100,0.6,Sh,SbJ,Supremum,0.2,column,t4,93.7,0,1000,,1
150,100,0.6,I,SbJ,Supremum,0.2,column,t4,100,0,1000,,1
150,100,0.6,Sh,SbJ,Euclidean,0.1,column,t4,0.3,0,1000,,1
150,100,0.6,I,SbJ,Euclidean,0.1,column,t4,86.1,0,1000,,1
150,100,0.6,Sh,SbJ,Supremum,0.1,column,t4,9.9,0,1000,,1
150,100,0.6,I,SbJ,Supremum,0.1,column,t4,97.4,0,1000,,1
150,100,0.3,Sh,SbJ,Euclidean,0.2,column,t4,10.2,0,1000,,1
150,100,0.3,I,SbJ,Euclidean,0.2,column,t4,99.2,0,1000,,1
150,100,0.3,Sh,SbJ,Supremum,0.2,column,t4,20.4,0,1000,,1
150,100,0.3,I,SbJ,Supremum,0.2,column,t4,99.9,0,1000,,1
150,100,0.3,Sh,SbJ,Euclidean,0.1,column,t4,2.6,0,1000,,1
150,100,0.3,I,SbJ,Euclidean,0.1,column,t4,37,0,1000,,1
150,100,0.3,Sh,SbJ,Supremum,0.1,column,t4,6,0,1000,,1
150,100,0.3,I,SbJ,Supremum,0.1,column,t4,54.2,0,1000,,1
150,100,0.6,Sh,SbJ,Euclidean,0,none,t4,0.1,0,1000,,1
150,100,0.6,I,SbJ,Euclidean,0,none,t4,2.5,0,1000,,1
150,100,0.6,Sh,SbJ,Supremum,0,none,t4,5.1,0,1000,,1
150,100,0.6,I,SbJ,Supremum,0,none,t4,7.5,0,1000,,1
150,100,0,Sh,SbJ,Euclidean,0.1,single,t4,8,0,1000,,1
150,100,0,I,SbJ,Euclidean,0.1,single,t4,8,0,1000,,1
150,100,0,Sh,SbJ,Supremum,0.1,single,t4,4,0,1000,,1
150,100,0,I,SbJ,Supremum,0.1,single,t4,4.1,0,1000,,1
150,100,0,Sh,SbJ,Euclidean,0.1,column,t4,8.3,0,1000,,1
150,100,0,I,SbJ,Euclidean,0.1,column,t4,48.1,0,1000,,1
150,100,0,Sh,SbJ,Supremum,0.1,column,t4,5.7,0,1000,,1
150,100,0,I,SbJ,Supremum,0.1,column,t4,28.1,0,1000,,1
50,100,0.3,Sh,SbJ,Euclidean,0,none,t4,1.4,0,1000,,1
50,100,0.3,I,SbJ,Euclidean,0,none,t4,4.9,0,1000,,1
50,100,0.3,Sh,SbJ,Supremum,0,none,t4,7,0,1000,,1
50,100,0.3,I,SbJ,Supremum,0,none,t4,8.7,0,1000,,1
50,100,0,Sh,SbJ,Euclidean,0.1,single,t4,14.1,0,1000,,1
50,100,0,I,SbJ,Euclidean,0.1,single,t4,14.4,0,1000,,1
50,100,0,Sh,SbJ,Supremum,0.1,single,t4,2.2,0,1000,,1
50,100,0,I,SbJ,Supremum,0.1,single,t4,2.3,0,1000,,1
50,100,0,Sh,SbJ,Euclidean,0.2,single,t4,13.8,0,1000,,1
50,100,0,I,SbJ,Euclidean,0.2,single,t4,13.1,0,1000,,1
50,100,0,Sh,SbJ,Supremum,0.2,single,t4,1.6,0,1000,,1
50,100,0,I,SbJ,Supremum,0.2,single,t4,1.6,0,1000,,1
50,100,0.3,Sh,SbJ,Euclidean,0.1,column,t4,0.4,0,1000,,1
50,100,0.3,I,SbJ,Euclidean,0.1,column,t4,10.3,0,1000,,1
50,100,0.3,Sh,SbJ,Supremum,0.1,column,t4,7.9,0,1000,,1
50,100,0.3,I,SbJ,Supremum,0.1,column,t4,19.2,0,1000,,1
100,100,0,Sh,SbJ,Euclidean,0.2,single,t4,9.9,0,1000,,1
100,100,0,I,SbJ,Euclidean,0.2,single,t4,9.9,0,1000,,1
100,100,0,Sh,SbJ,Supremum,0.2,single,t4,7.4,0,1000,,1
100,100,0,I,SbJ,Supremum,0.2,single,t4,7.1,0,1000,,1
100,100,0.3,Sh,SbJ,Euclidean,0.2,column,t4,3.9,0,1000,,1
100,100,0.3,I,SbJ,Euclidean,0.2,column,t4,90.8,0,1000,,1
100,100,0.3,Sh,SbJ,Supremum,0.2,column,t4,14.1,0,1000,,1
100,100,0.3,I,SbJ,Supremum,0.2,column,t4,97.9,0,1000,,1
50,100,0,Sh,SbJ,Euclidean,0,none,t4,12.6,0,1000,,1
50,100,0,I,SbJ,Euclidean,0,none,t4,12.8,0,1000,,1
50,100,0,Sh,SbJ,Supremum,0,none,t4,2.4,0,1000,,1
50,100,0,I,SbJ,Supremum,0,none,t4,2.2,0,1000,,1
100,100,0.3,Sh,SbJ,Euclidean,0,none,t4,2.2,0,1000,,1
100,100,0.3,I,SbJ,Euclidean,0,none,t4,4.6,0,1000,,1
100,100,0.3,Sh,SbJ,Supremum,0,none,t4,6.4,0,1000,,1
100,100,0.3,I,SbJ,Supremum,0,none,t4,6.1,0,1000,,1
100,100,0.6,Sh,SbJ,Euclidean,0.1,column,t4,0.1,0,1000,,1
100,100,0.6,I,SbJ,Euclidean,0.1,column,t4,61.2,0,1000,,1
100,100,0.6,Sh,SbJ,Supremum,0.1,column,t4,7.7,0,1000,,1
100,100,0.6,I,SbJ,Supremum,0.1,column,t4,87.9,0,1000,,1
100,100,0.3,Sh,SbJ,Euclidean,0.1,single,t4,1.8,0,1000,,1
100,100,0.3,I,SbJ,Euclidean,0.1,single,t4,3.9,0,1000,,1
100,100,0.3,Sh,SbJ,Supremum,0.1,single,t4,4.5,0,1000,,1
100,100,0.3,I,SbJ,Supremum,0.1,single,t4,5.5,0,1000,,1
50,100,0.3,Sh,SbJ,Euclidean,0.1,single,t4,1,0,1000,,1
50,100,0.3,I,SbJ,Euclidean,0.1,single,t4,4.2,0,1000,,1
50,100,0.3,Sh,SbJ,Supremum,0.1,single,t4,6.2,0,1000,,1
50,100,0.3,I,SbJ,Supremum,0.1,single,t4,5.7,0,1000,,1
50,100,0.3,Sh,SbJ,Euclidean,0.2,single,t4,2,0,1000,,1
50,100,0.3,I,SbJ,Euclidean,0.2,single,t4,5.2,0,1000,,1
50,100,0.3,Sh,SbJ,Supremum,0.2,single,t4,10.1,0,1000,,1
50,100,0.3,I,SbJ,Supremum,0.2,single,t4,7.4,0,1000,,1
50,100,0,Sh,SbJ,Euclidean,0.1,column,t4,10.1,0,1000,,1
50,100,0,I,SbJ,Euclidean,0.1,column,t4,18.2,0,1000,,1
50,100,0,Sh,SbJ,Supremum,0.1,column,t4,2.5,0,1000,,1
50,100,0,I,SbJ,Supremum,0.1,column,t4,5.8,0,1000,,1
100,100,0,Sh,SbJ,Euclidean,0.1,column,t4,7.8,0,1000,,1
100,100,0,I,SbJ,Euclidean,0.1,column,t4,31.2,0,1000,,1
100,100,0,Sh,SbJ,Supremum,0.1,column,t4,3.7,0,1000,,1
100,100,0,I,SbJ,Supremum,0.1,column,t4,14.4,0,1000,,1
50,100,0.6,Sh,SbJ,Euclidean,0.2,single,t4,0.1,0,1000,,1
50,100,0.6,I,SbJ,Euclidean,0.2,single,t4,0.6,0,1000,,1
50,100,0.6,Sh,SbJ,Supremum,0.2,single,t4,65.9,0,1000,,1
50,100,0.6,I,SbJ,Supremum,0.2,single,t4,15.8,0,1000,,1
100,100,0.6,Sh,SbJ,Euclidean,0,none,t4,0,0,1000,,1
100,100,0.6,I,SbJ,Euclidean,0,none,t4,2.9,0,1000,,1
100,100,0.6,Sh,SbJ,Supremum,0,none,t4,6.1,0,1000,,1
100,100,0.6,I,SbJ,Supremum,0,none,t4,7.9,0,1000,,1
100,100,0.6,Sh,SbJ,Euclidean,0.2,column,t4,3.8,0,1000,,1
100,100,0.6,I,SbJ,Euclidean,0.2,column,t4,100,0,1000,,1
100,100,0.6,Sh,SbJ,Supremum,0.2,column,t4,70,0,1000,,1
100,100,0.6,I,SbJ,Supremum,0.2,column,t4,100,0,1000,,1
100,100,0,Sh,SbJ,Euclidean,0.1,single,t4,8.4,0,1000,,1
100,100,0,I,SbJ,Euclidean,0.1,single,t4,8.4,0,1000,,1
100,100,0,Sh,SbJ,Supremum,0.1,single,t4,3.1,0,1000,,1
100,100,0,I,SbJ,Supremum,0.1,single,t4,3.1,0,1000,,1
100,100,0,Sh,SbJ,Euclidean,0.2,column,t4,10.9,0,1000,,1
100,100,0,I,SbJ,Euclidean,0.2,column,t4,83.8,0,1000,,1
100,100,0,Sh,SbJ,Supremum,0.2,column,t4,10.8,0,1000,,1
100,100,0,I,SbJ,Supremum,0.2,column,t4,85.8,0,1000,,1
100,100,0,Sh,SbJ,Euclidean,0,none,t4,6,0,1000,,1
100,100,0,I,SbJ,Euclidean,0,none,t4,6,0,1000,,1
100,100,0,Sh,SbJ,Supremum,0,none,t4,2.9,0,1000,,1
100,100,0,I,SbJ,Supremum,0,none,t4,2.9,0,1000,,1
50,100,0,Sh,SbJ,Euclidean,0.2,column,t4,5.7,0,1000,,1
50,100,0,I,SbJ,Euclidean,0.2,column,t4,47.6,0,1000,,1
50,100,0,Sh,SbJ,Supremum,0.2,column,t4,6,0,1000,,1
50,100,0,I,SbJ,Supremum,0.2,column,t4,45.8,0,1000,,1
50,100,0.6,Sh,SbJ,Euclidean,0,none,t4,0.1,0,1000,,1
50,100,0.6,I,SbJ,Euclidean,0,none,t4,1.2,0,1000,,1
50,100,0.6,Sh,SbJ,Supremum,0,none,t4,8.3,0,1000,,1
50,100,0.6,I,SbJ,Supremum,0,none,t4,8.8,0,1000,,1
100,100,0.6,Sh,SbJ,Euclidean,0.1,single,t4,0.1,0,1000,,1
100,100,0.6,I,SbJ,Euclidean,0.1,single,t4,2.8,0,1000,,1
100,100,0.6,Sh,SbJ,Supremum,0.1,single,t4,24.1,0,1000,,1
100,100,0.6,I,SbJ,Supremum,0.1,single,t4,8.2,0,1000,,1
50,100,0.6,Sh,SbJ,Euclidean,0.1,single,t4,0,0,1000,,1
50,100,0.6,I,SbJ,Euclidean,0.1,single,t4,1.2,0,1000,,1
50,100,0.6,Sh,SbJ,Supremum,0.1,single,t4,10.5,0,1000,,1
50,100,0.6,I,SbJ,Supremum,0.1,single,t4,8.7,0,1000,,1
50,100,0.6,Sh,SbJ,Euclidean,0.2,column,t4,0,0,1000,,1
50,100,0.6,I,SbJ,Euclidean,0.2,column,t4,94.7,0,1000,,1
50,100,0.6,Sh,SbJ,Supremum,0.2,column,t4,20.5,0,1000,,1
50,100,0.6,I,SbJ,Supremum,0.2,column,t4,100,0,1000,,1
100,100,0.3,Sh,SbJ,Euclidean,0.1,column,t4,1.4,0,1000,,1
100,100,0.3,I,SbJ,Euclidean,0.1,column,t4,24.2,0,1000,,1
100,100,0.3,Sh,SbJ,Supremum,0.1,column,t4,5.2,0,1000,,1
100,100,0.3,I,SbJ,Supremum,0.1,column,t4,37.4,0,1000,,1
50,100,0.6,Sh,SbJ,Euclidean,0.1,column,t4,0,0,1000,,1
50,100,0.6,I,SbJ,Euclidean,0.1,column,t4,14.8,0,1000,,1
50,100,0.6,Sh,SbJ,Supremum,0.1,column,t4,10.6,0,1000,,1
50,100,0.6,I,SbJ,Supremum,0.1,column,t4,52.8,0,1000,,1
100,100,0.6,Sh,SbJ,Euclidean,0.2,single,t4,0,0,1000,,1
100,100,0.6,I,SbJ,Euclidean,0.2,single,t4,1.7,0,1000,,1
100,100,0.6,Sh,SbJ,Supremum,0.2,single,t4,99.3,0,1000,,1
100,100,0.6,I,SbJ,Supremum,0.2,single,t4,90.8,0,1000,,1
50,100,0.3,Sh,SbJ,Euclidean,0.2,column,t4,0.3,0,1000,,1
50,100,0.3,I,SbJ,Euclidean,0.2,column,t4,52.1,0,1000,,1
50,100,0.3,Sh,SbJ,Supremum,0.2,column,t4,9.9,0,1000,,1
50,100,0.3,I,SbJ,Supremum,0.2,column,t4,78.6,0,1000,,1
100,100,0.3,Sh,SbJ,Euclidean,0.2,single,t4,3.7,0,1000,,1
100,100,0.3,I,SbJ,Euclidean,0.2,single,t4,4.7,0,1000,,1
100,100,0.3,Sh,SbJ,Supremum,0.2,single,t4,38.5,0,1000,,1
100,100,0.3,I,SbJ,Supremum,0.2,single,t4,13.8,0,1000,,1
50,15,0,Sh,ShP,Euclidean,0.2,single,t4,74.1,0,1000,0,0
50,15,0,Sh,ShP,Supremum,0.2,single,t4,55.3,0,1000,0,0
50,15,0,I,ShP,Euclidean,0.2,single,t4,0.8,0,1000,0,0
50,15,0,I,ShP,Supremum,0.2,single,t4,7.9,0,1000,0,0
50,15,0,Sh,SbP,Euclidean,0.2,single,t4,6.5,0,1000,1,1
50,15,0,Sh,SbP,Supremum,0.2,single,t4,6.9,0,1000,1,1
50,15,0,I,SbP,Euclidean,0.2,single,t4,6.2,0,1000,1,1
50,15,0,I,SbP,Supremum,0.2,single,t4,6.9,0,1000,1,1
50,15,0,Sh,ShJ,Euclidean,0.2,single,t4,48.8,0,1000,1,0
50,15,0,Sh,ShJ,Supremum,0.2,single,t4,30,0,1000,1,0
50,15,0,I,ShJ,Euclidean,0.2,single,t4,0.2,0,1000,1,0
50,15,0,I,ShJ,Supremum,0.2,single,t4,6.5,0,1000,1,0
50,15,0,Sh,SbJ,Euclidean,0.2,single,t4,8.9,0,1000,1,1
50,15,0,Sh,SbJ,Supremum,0.2,single,t4,7.7,0,1000,1,1
50,15,0,I,SbJ,Euclidean,0.2,single,t4,8.8,0,1000,1,1
50,15,0,I,SbJ,Supremum,0.2,single,t4,7.5,0,1000,1,1
100,15,0.6,Sh,ShP,Euclidean,0.2,single,t4,100,0,1000,0,0
100,15,0.6,Sh,ShP,Supremum,0.2,single,t4,98.6,0,1000,0,0
100,15,0.6,I,ShP,Euclidean,0.2,single,t4,12.9,0,1000,0,0
100,15,0.6,I,ShP,Supremum,0.2,single,t4,99.7,0,1000,0,0
100,15,0.6,Sh,SbP,Euclidean,0.2,single,t4,83.9,0,1000,1,1
100,15,0.6,Sh,SbP,Supremum,0.2,single,t4,100,0,1000,1,1
100,15,0.6,I,SbP,Euclidean,0.2,single,t4,26.2,0,1000,1,1
100,15,0.6,I,SbP,Supremum,0.2,single,t4,99.9,0,1000,1,1
100,15,0.6,Sh,ShJ,Euclidean,0.2,single,t4,100,0,1000,1,0
100,15,0.6,Sh,ShJ,Supremum,0.2,single,t4,100,0,1000,1,0
100,15,0.6,I,ShJ,Euclidean,0.2,single,t4,6.8,0,1000,1,0
100,15,0.6,I,ShJ,Supremum,0.2,single,t4,99.6,0,1000,1,0
100,15,0.6,Sh,SbJ,Euclidean,0.2,single,t4,78.2,0,1000,1,1
100,15,0.6,Sh,SbJ,Supremum,0.2,single,t4,100,0,1000,1,1
100,15,0.6,I,SbJ,Euclidean,0.2,single,t4,23.2,0,1000,1,1
100,15,0.6,I,SbJ,Supremum,0.2,single,t4,99.8,0,1000,1,1
100,15,0.3,Sh,ShP,Euclidean,0.1,column,t4,100,0,1000,0,0
100,15,0.3,Sh,ShP,Supremum,0.1,column,t4,99.7,0,1000,0,0
100,15,0.3,I,ShP,Euclidean,0.1,column,t4,33,0,1000,0,0
100,15,0.3,I,ShP,Supremum,0.1,column,t4,31.4,0,1000,0,0
100,15,0.3,Sh,SbP,Euclidean,0.1,column,t4,17.7,0,1000,1,1
100,15,0.3,Sh,SbP,Supremum,0.1,column,t4,10.7,0,1000,1,1
100,15,0.3,I,SbP,Euclidean,0.1,column,t4,42.9,0,1000,1,1
100,15,0.3,I,SbP,Supremum,0.1,column,t4,32.6,0,1000,1,1
100,15,0.3,Sh,ShJ,Euclidean,0.1,column,t4,100,0,1000,1,0
100,15,0.3,Sh,ShJ,Supremum,0.1,column,t4,100,0,1000,1,0
100,15,0.3,I,ShJ,Euclidean,0.1,column,t4,26.6,0,1000,1,0
100,15,0.3,I,ShJ,Supremum,0.1,column,t4,28.2,0,1000,1,0
100,15,0.3,Sh,SbJ,Euclidean,0.1,column,t4,17.9,0,1000,1,1
100,15,0.3,Sh,SbJ,Supremum,0.1,column,t4,10.9,0,1000,1,1
100,15,0.3,I,SbJ,Euclidean,0.1,column,t4,44.3,0,1000,1,1
100,15,0.3,I,SbJ,Supremum,0.1,column,t4,33.5,0,1000,1,1
150,15,0.6,Sh,ShP,Euclidean,0,none,t4,100,0,1000,0,0
150,15,0.6,Sh,ShP,Supremum,0,none,t4,98.1,0,1000,0,0
150,15,0.6,I,ShP,Euclidean,0,none,t4,1.7,0,1000,0,0
150,15,0.6,I,ShP,Supremum,0,none,t4,3.2,0,1000,0,0
150,15,0.6,Sh,SbP,Euclidean,0,none,t4,4.9,0,1000,1,1
150,15,0.6,Sh,SbP,Supremum,0,none,t4,4.8,0,1000,1,1
150,15,0.6,I,SbP,Euclidean,0,none,t4,4.1,0,1000,1,1
150,15,0.6,I,SbP,Supremum,0,none,t4,4.2,0,1000,1,1
150,15,0.6,Sh,ShJ,Euclidean,0,none,t4,100,0,1000,1,1
150,15,0.6,Sh,ShJ,Supremum,0,none,t4,95.2,0,1000,1,1
150,15,0.6,I,ShJ,Euclidean,0,none,t4,1.1,0,1000,1,1
150,15,0.6,I,ShJ,Supremum,0,none,t4,2.4,0,1000,1,1
150,15,0.6,Sh,SbJ,Euclidean,0,none,t4,3.4,0,1000,1,1
150,15,0.6,Sh,SbJ,Supremum,0,none,t4,4.1,0,1000,1,1
150,15,0.6,I,SbJ,Euclidean,0,none,t4,3.6,0,1000,1,1
150,15,0.6,I,SbJ,Supremum,0,none,t4,3.7,0,1000,1,1
100,15,0,Sh,ShP,Euclidean,0.2,column,t4,100,0,1000,0,0
100,15,0,Sh,ShP,Supremum,0.2,column,t4,100,0,1000,0,0
100,15,0,I,ShP,Euclidean,0.2,column,t4,86.3,0,1000,0,0
100,15,0,I,ShP,Supremum,0.2,column,t4,79.8,0,1000,0,0
100,15,0,Sh,SbP,Euclidean,0.2,column,t4,60.1,0,1000,1,1
100,15,0,Sh,SbP,Supremum,0.2,column,t4,34.5,0,1000,1,1
100,15,0,I,SbP,Euclidean,0.2,column,t4,90.5,0,1000,1,1
100,15,0,I,SbP,Supremum,0.2,column,t4,78,0,1000,1,1
100,15,0,Sh,ShJ,Euclidean,0.2,column,t4,100,0,1000,1,0
100,15,0,Sh,ShJ,Supremum,0.2,column,t4,100,0,1000,1,0
100,15,0,I,ShJ,Euclidean,0.2,column,t4,83.3,0,1000,1,0
100,15,0,I,ShJ,Supremum,0.2,column,t4,77.2,0,1000,1,0
100,15,0,Sh,SbJ,Euclidean,0.2,column,t4,67,0,1000,1,1
100,15,0,Sh,SbJ,Supremum,0.2,column,t4,40.9,0,1000,1,1
100,15,0,I,SbJ,Euclidean,0.2,column,t4,91.4,0,1000,1,1
100,15,0,I,SbJ,Supremum,0.2,column,t4,79.3,0,1000,1,1
150,15,0.6,Sh,ShP,Euclidean,0.1,single,t4,100,0,1000,0,0
150,15,0.6,Sh,ShP,Supremum,0.1,single,t4,98.9,0,1000,0,0
150,15,0.6,I,ShP,Euclidean,0.1,single,t4,5.2,0,1000,0,0
150,15,0.6,I,ShP,Supremum,0.1,single,t4,43.9,0,1000,0,0
150,15,0.6,Sh,SbP,Euclidean,0.1,single,t4,30.8,0,1000,1,1
150,15,0.6,Sh,SbP,Supremum,0.1,single,t4,76.3,0,1000,1,1
150,15,0.6,I,SbP,Euclidean,0.1,single,t4,9.6,0,1000,1,1
150,15,0.6,I,SbP,Supremum,0.1,single,t4,46,0,1000,1,1
150,15,0.6,Sh,ShJ,Euclidean,0.1,single,t4,100,0,1000,1,1
150,15,0.6,Sh,ShJ,Supremum,0.1,single,t4,97.4,0,1000,1,1
150,15,0.6,I,ShJ,Euclidean,0.1,single,t4,3.8,0,1000,1,1
150,15,0.6,I,ShJ,Supremum,0.1,single,t4,40.1,0,1000,1,1
150,15,0.6,Sh,SbJ,Euclidean,0.1,single,t4,25.4,0,1000,1,1
150,15,0.6,Sh,SbJ,Supremum,0.1,single,t4,74.6,0,1000,1,1
150,15,0.6,I,SbJ,Euclidean,0.1,single,t4,9.1,0,1000,1,1
150,15,0.6,I,SbJ,Supremum,0.1,single,t4,45.3,0,1000,1,1
50,5,0,Sh,ShP,Euclidean,0,none,t4,38.5,0,1000,1,1
50,5,0,Sh,ShP,Supremum,0,none,t4,30.9,0,1000,1,1
50,5,0,I,ShP,Euclidean,0,none,t4,5.9,0,1000,1,1
50,5,0,I,ShP,Supremum,0,none,t4,6.2,0,1000,1,1
50,5,0,Sh,SbP,Euclidean,0,none,t4,3.4,0,1000,1,1
50,5,0,Sh,SbP,Supremum,0,none,t4,3.4,0,1000,1,1
50,5,0,I,SbP,Euclidean,0,none,t4,3.9,0,1000,1,1
50,5,0,I,SbP,Supremum,0,none,t4,3.5,0,1000,1,1
50,5,0,Sh,ShJ,Euclidean,0,none,t4,30.9,0,1000,1,1
50,5,0,Sh,ShJ,Supremum,0,none,t4,24.4,0,1000,1,1
50,5,0,I,ShJ,Euclidean,0,none,t4,3.4,0,1000,1,1
50,5,0,I,ShJ,Supremum,0,none,t4,4.3,0,1000,1,1
50,5,0,Sh,SbJ,Euclidean,0,none,t4,6.5,0,1000,1,1
50,5,0,Sh,SbJ,Supremum,0,none,t4,5,0,1000,1,1
50,5,0,I,SbJ,Euclidean,0,none,t4,6.3,0,1000,1,1
50,5,0,I,SbJ,Supremum,0,none,t4,4.6,0,1000,1,1
100,5,0,Sh,ShP,Euclidean,0.1,single,t4,29.9,0,1000,1,1
100,5,0,Sh,ShP,Supremum,0.1,single,t4,25.5,0,1000,1,1
100,5,0,I,ShP,Euclidean,0.1,single,t4,9.4,0,1000,1,1
100,5,0,I,ShP,Supremum,0.1,single,t4,12.1,0,1000,1,1
100,5,0,Sh,SbP,Euclidean,0.1,single,t4,8.1,0,1000,1,1
100,5,0,Sh,SbP,Supremum,0.1,single,t4,10,0,1000,1,1
100,5,0,I,SbP,Euclidean,0.1,single,t4,8.5,0,1000,1,1
100,5,0,I,SbP,Supremum,0.1,single,t4,10.7,0,1000,1,1
100,5,0,Sh,ShJ,Euclidean,0.1,single,t4,26.8,0,1000,1,1
100,5,0,Sh,ShJ,Supremum,0.1,single,t4,22.6,0,1000,1,1
100,5,0,I,ShJ,Euclidean,0.1,single,t4,7.7,0,1000,1,1
100,5,0,I,ShJ,Supremum,0.1,single,t4,10.9,0,1000,1,1
100,5,0,Sh,SbJ,Euclidean,0.1,single,t4,10.5,0,1000,1,1
100,5,0,Sh,SbJ,Supremum,0.1,single,t4,11.1,0,1000,1,1
100,5,0,I,SbJ,Euclidean,0.1,single,t4,10.6,0,1000,1,1
100,5,0,I,SbJ,Supremum,0.1,single,t4,11.1,0,1000,1,1
150,5,0.3,Sh,ShP,Euclidean,0.2,single,t4,93.8,0,1000,1,1
150,5,0.3,Sh,ShP,Supremum,0.2,single,t4,93.7,0,1000,1,1
150,5,0.3,I,ShP,Euclidean,0.2,single,t4,81.6,0,1000,1,1
150,5,0.3,I,ShP,Supremum,0.2,single,t4,93.8,0,1000,1,1
150,5,0.3,Sh,SbP,Euclidean,0.2,single,t4,88.1,0,1000,1,1
150,5,0.3,Sh,SbP,Supremum,0.2,single,t4,95.9,0,1000,1,1
150,5,0.3,I,SbP,Euclidean,0.2,single,t4,81.1,0,1000,1,1
150,5,0.3,I,SbP,Supremum,0.2,single,t4,92.9,0,1000,1,1
150,5,0.3,Sh,ShJ,Euclidean,0.2,single,t4,93.2,0,1000,1,1
150,5,0.3,Sh,ShJ,Supremum,0.2,single,t4,92.9,0,1000,1,1
150,5,0.3,I,ShJ,Euclidean,0.2,single,t4,79.5,0,1000,1,1
150,5,0.3,I,ShJ,Supremum,0.2,single,t4,93.3,0,1000,1,1
150,5,0.3,Sh,SbJ,Euclidean,0.2,single,t4,89.4,0,1000,1,1
150,5,0.3,Sh,SbJ,Supremum,0.2,single,t4,96.3,0,1000,1,1
150,5,0.3,I,SbJ,Euclidean,0.2,single,t4,81.9,0,1000,1,1
150,5,0.3,I,SbJ,Supremum,0.2,single,t4,93.3,0,1000,1,1
100,5,0.6,Sh,ShP,Euclidean,0.1,single,t4,67.9,0,1000,1,1
100,5,0.6,Sh,ShP,Supremum,0.1,single,t4,47.7,0,1000,1,1
100,5,0.6,I,ShP,Euclidean,0.1,single,t4,34.2,0,1000,1,1
