n,d,tau,S,Sh,norm,dtau,dtau_type,distribution,rejection_rate,pvalue_NA_rate,N,psd_rate,pd_rate
100,5,0.3,I,ShP,Euclidean,0.1,single,clayton,17.1,0,1000,1,1
100,5,0.3,I,ShP,Supremum,0.1,single,clayton,21.2,0,1000,1,1
100,5,0.3,Sh,SbP,Euclidean,0.1,single,clayton,19.1,0,1000,1,1
100,5,0.3,Sh,SbP,Supremum,0.1,single,clayton,20.3,0,1000,1,1
100,5,0.3,I,SbP,Euclidean,0.1,single,clayton,16,0,1000,1,1
100,5,0.3,I,SbP,Supremum,0.1,single,clayton,18.8,0,1000,1,1
100,5,0.3,Sh,ShJ,Euclidean,0.1,single,clayton,32,0,1000,1,1
100,5,0.3,Sh,ShJ,Supremum,0.1,single,clayton,25.6,0,1000,1,1
100,5,0.3,I,ShJ,Euclidean,0.1,single,clayton,14.4,0,1000,1,1
100,5,0.3,I,ShJ,Supremum,0.1,single,clayton,18.8,0,1000,1,1
100,5,0.3,Sh,SbJ,Euclidean,0.1,single,clayton,21.8,0,1000,1,1
100,5,0.3,Sh,SbJ,Supremum,0.1,single,clayton,21.3,0,1000,1,1
100,5,0.3,I,SbJ,Euclidean,0.1,single,clayton,17.8,0,1000,1,1
100,5,0.3,I,SbJ,Supremum,0.1,single,clayton,19.9,0,1000,1,1
150,5,0.3,Sh,ShP,Euclidean,0.2,single,gumbel,95,0,1000,1,1
150,5,0.3,Sh,ShP,Supremum,0.2,single,gumbel,95.4,0,1000,1,1
150,5,0.3,I,ShP,Euclidean,0.2,single,gumbel,89.8,0,1000,1,1
150,5,0.3,I,ShP,Supremum,0.2,single,gumbel,96.8,0,1000,1,1
150,5,0.3,Sh,SbP,Euclidean,0.2,single,gumbel,91.4,0,1000,1,1
150,5,0.3,Sh,SbP,Supremum,0.2,single,gumbel,96.8,0,1000,1,1
150,5,0.3,I,SbP,Euclidean,0.2,single,gumbel,89,0,1000,1,1
150,5,0.3,I,SbP,Supremum,0.2,single,gumbel,96,0,1000,1,1
150,5,0.3,Sh,ShJ,Euclidean,0.2,single,gumbel,93.9,0,1000,1,1
150,5,0.3,Sh,ShJ,Supremum,0.2,single,gumbel,94.4,0,1000,1,1
150,5,0.3,I,ShJ,Euclidean,0.2,single,gumbel,88.5,0,1000,1,1
150,5,0.3,I,ShJ,Supremum,0.2,single,gumbel,95.9,0,1000,1,1
150,5,0.3,Sh,SbJ,Euclidean,0.2,single,gumbel,92.3,0,1000,1,1
150,5,0.3,Sh,SbJ,Supremum,0.2,single,gumbel,97.4,0,1000,1,1
150,5,0.3,I,SbJ,Euclidean,0.2,single,gumbel,90,0,1000,1,1
150,5,0.3,I,SbJ,Supremum,0.2,single,gumbel,96.3,0,1000,1,1
50,5,0.3,Sh,ShP,Euclidean,0.1,column,gumbel,51,0,1000,1,1
50,5,0.3,Sh,ShP,Supremum,0.1,column,gumbel,40,0,1000,1,1
50,5,0.3,I,ShP,Euclidean,0.1,column,gumbel,22.8,0,1000,1,1
50,5,0.3,I,ShP,Supremum,0.1,column,gumbel,19.1,0,1000,1,1
50,5,0.3,Sh,SbP,Euclidean,0.1,column,gumbel,12.8,0,1000,1,1
50,5,0.3,Sh,SbP,Supremum,0.1,column,gumbel,9.3,0,1000,1,1
50,5,0.3,I,SbP,Euclidean,0.1,column,gumbel,19.6,0,1000,1,1
50,5,0.3,I,SbP,Supremum,0.1,column,gumbel,12.2,0,1000,1,1
50,5,0.3,Sh,ShJ,Euclidean,0.1,column,gumbel,35.5,0,1000,1,1
50,5,0.3,Sh,ShJ,Supremum,0.1,column,gumbel,28.2,0,1000,1,1
50,5,0.3,I,ShJ,Euclidean,0.1,column,gumbel,17.7,0,1000,1,1
50,5,0.3,I,ShJ,Supremum,0.1,column,gumbel,14.3,0,1000,1,1
50,5,0.3,Sh,SbJ,Euclidean,0.1,column,gumbel,16.9,0,1000,1,1
50,5,0.3,Sh,SbJ,Supremum,0.1,column,gumbel,11.5,0,1000,1,1
50,5,0.3,I,SbJ,Euclidean,0.1,column,gumbel,23.1,0,1000,1,1
50,5,0.3,I,SbJ,Supremum,0.1,column,gumbel,16.1,0,1000,1,1
250,5,0.3,Sh,ShP,Euclidean,0.1,column,gumbel,75.2,0,1000,1,1
250,5,0.3,Sh,ShP,Supremum,0.1,column,gumbel,49.1,0,1000,1,1
250,5,0.3,I,ShP,Euclidean,0.1,column,gumbel,86.6,0,1000,1,1
250,5,0.3,I,ShP,Supremum,0.1,column,gumbel,70.6,0,1000,1,1
250,5,0.3,Sh,SbP,Euclidean,0.1,column,gumbel,79.5,0,1000,1,1
250,5,0.3,Sh,SbP,Supremum,0.1,column,gumbel,50.5,0,1000,1,1
250,5,0.3,I,SbP,Euclidean,0.1,column,gumbel,86.3,0,1000,1,1
250,5,0.3,I,SbP,Supremum,0.1,column,gumbel,67.2,0,1000,1,1
250,5,0.3,Sh,ShJ,Euclidean,0.1,column,gumbel,72.8,0,1000,1,1
250,5,0.3,Sh,ShJ,Supremum,0.1,column,gumbel,46,0,1000,1,1
250,5,0.3,I,ShJ,Euclidean,0.1,column,gumbel,86,0,1000,1,1
250,5,0.3,I,ShJ,Supremum,0.1,column,gumbel,68.9,0,1000,1,1
250,5,0.3,Sh,SbJ,Euclidean,0.1,column,gumbel,80.1,0,1000,1,1
250,5,0.3,Sh,SbJ,Supremum,0.1,column,gumbel,54.7,0,1000,1,1
250,5,0.3,I,SbJ,Euclidean,0.1,column,gumbel,86.9,0,1000,1,1
250,5,0.3,I,SbJ,Supremum,0.1,column,gumbel,69.7,0,1000,1,1
250,15,0.6,Sh,ShP,Euclidean,0,none,clayton,95.1,0,1000,1,1
250,15,0.6,Sh,ShP,Supremum,0,none,clayton,45.5,0,1000,1,1
250,15,0.6,I,ShP,Euclidean,0,none,clayton,3.1,0,1000,1,1
250,15,0.6,I,ShP,Supremum,0,none,clayton,3.3,0,1000,1,1
250,15,0.6,Sh,SbP,Euclidean,0,none,clayton,4.5,0,1000,1,1
250,15,0.6,Sh,SbP,Supremum,0,none,clayton,5.3,0,1000,1,1
250,15,0.6,I,SbP,Euclidean,0,none,clayton,3.9,0,1000,1,1
250,15,0.6,I,SbP,Supremum,0,none,clayton,4.2,0,1000,1,1
250,15,0.6,Sh,ShJ,Euclidean,0,none,clayton,81.3,0,1000,1,1
250,15,0.6,Sh,ShJ,Supremum,0,none,clayton,27.1,0,1000,1,1
250,15,0.6,I,ShJ,Euclidean,0,none,clayton,2.2,0,1000,1,1
250,15,0.6,I,ShJ,Supremum,0,none,clayton,2.8,0,1000,1,1
250,15,0.6,Sh,SbJ,Euclidean,0,none,clayton,3.4,0,1000,1,1
250,15,0.6,Sh,SbJ,Supremum,0,none,clayton,4.8,0,1000,1,1
250,15,0.6,I,SbJ,Euclidean,0,none,clayton,3.6,0,1000,1,1
250,15,0.6,I,SbJ,Supremum,0,none,clayton,3.5,0,1000,1,1
150,15,0.6,Sh,ShP,Euclidean,0.2,column,clayton,100,0,1000,0,0
150,15,0.6,Sh,ShP,Supremum,0.2,column,clayton,99,0,1000,0,0
150,15,0.6,I,ShP,Euclidean,0.2,column,clayton,100,0,1000,0,0
150,15,0.6,I,ShP,Supremum,0.2,column,clayton,100,0,1000,0,0
150,15,0.6,Sh,SbP,Euclidean,0.2,column,clayton,100,0,1000,1,1
150,15,0.6,Sh,SbP,Supremum,0.2,column,clayton,99.9,0,1000,1,1
150,15,0.6,I,SbP,Euclidean,0.2,column,clayton,100,0,1000,1,1
150,15,0.6,I,SbP,Supremum,0.2,column,clayton,100,0,1000,1,1
150,15,0.6,Sh,ShJ,Euclidean,0.2,column,clayton,100,0,1000,1,1
150,15,0.6,Sh,ShJ,Supremum,0.2,column,clayton,97.4,0,1000,1,1
150,15,0.6,I,ShJ,Euclidean,0.2,column,clayton,100,0,1000,1,1
150,15,0.6,I,ShJ,Supremum,0.2,column,clayton,100,0,1000,1,1
150,15,0.6,Sh,SbJ,Euclidean,0.2,column,clayton,100,0,1000,1,1
150,15,0.6,Sh,SbJ,Supremum,0.2,column,clayton,100,0,1000,1,1
150,15,0.6,I,SbJ,Euclidean,0.2,column,clayton,100,0,1000,1,1
150,15,0.6,I,SbJ,Supremum,0.2,column,clayton,100,0,1000,1,1
100,5,0.6,Sh,ShP,Euclidean,0.2,single,clayton,99.9,0,1000,1,1
100,5,0.6,Sh,ShP,Supremum,0.2,single,clayton,99.5,0,1000,1,1
100,5,0.6,I,ShP,Euclidean,0.2,single,clayton,99.6,0,1000,1,1
100,5,0.6,I,ShP,Supremum,0.2,single,clayton,99.9,0,1000,1,1
100,5,0.6,Sh,SbP,Euclidean,0.2,single,clayton,99.8,0,1000,1,1
100,5,0.6,Sh,SbP,Supremum,0.2,single,clayton,99.9,0,1000,1,1
100,5,0.6,I,SbP,Euclidean,0.2,single,clayton,99.7,0,1000,1,1
100,5,0.6,I,SbP,Supremum,0.2,single,clayton,99.9,0,1000,1,1
100,5,0.6,Sh,ShJ,Euclidean,0.2,single,clayton,99.9,0,1000,1,1
100,5,0.6,Sh,ShJ,Supremum,0.2,single,clayton,99.5,0,1000,1,1
100,5,0.6,I,ShJ,Euclidean,0.2,single,clayton,99.6,0,1000,1,1
100,5,0.6,I,ShJ,Supremum,0.2,single,clayton,99.9,0,1000,1,1
100,5,0.6,Sh,SbJ,Euclidean,0.2,single,clayton,99.8,0,1000,1,1
100,5,0.6,Sh,SbJ,Supremum,0.2,single,clayton,99.9,0,1000,1,1
100,5,0.6,I,SbJ,Euclidean,0.2,single,clayton,99.7,0,1000,1,1
100,5,0.6,I,SbJ,Supremum,0.2,single,clayton,99.9,0,1000,1,1
150,15,0.3,Sh,ShP,Euclidean,0.1,column,clayton,100,0,1000,0,0
150,15,0.3,Sh,ShP,Supremum,0.1,column,clayton,99.6,0,1000,0,0
150,15,0.3,I,ShP,Euclidean,0.1,column,clayton,64.8,0,1000,0,0
150,15,0.3,I,ShP,Supremum,0.1,column,clayton,55.6,0,1000,0,0
150,15,0.3,Sh,SbP,Euclidean,0.1,column,clayton,30.8,0,1000,1,1
150,15,0.3,Sh,SbP,Supremum,0.1,column,clayton,16.2,0,1000,1,1
150,15,0.3,I,SbP,Euclidean,0.1,column,clayton,68.9,0,1000,1,1
150,15,0.3,I,SbP,Supremum,0.1,column,clayton,56,0,1000,1,1
150,15,0.3,Sh,ShJ,Euclidean,0.1,column,clayton,100,0,1000,1,1
150,15,0.3,Sh,ShJ,Supremum,0.1,column,clayton,98.5,0,1000,1,1
150,15,0.3,I,ShJ,Euclidean,0.1,column,clayton,60.5,0,1000,1,1
150,15,0.3,I,ShJ,Supremum,0.1,column,clayton,52.1,0,1000,1,1
150,15,0.3,Sh,SbJ,Euclidean,0.1,column,clayton,30.5,0,1000,1,1
150,15,0.3,Sh,SbJ,Supremum,0.1,column,clayton,16.5,0,1000,1,1
150,15,0.3,I,SbJ,Euclidean,0.1,column,clayton,68.7,0,1000,1,1
150,15,0.3,I,SbJ,Supremum,0.1,column,clayton,56.6,0,1000,1,1
50,5,0.3,Sh,ShP,Euclidean,0,none,gumbel,36.9,0,1000,1,1
50,5,0.3,Sh,ShP,Supremum,0,none,gumbel,28.4,0,1000,1,1
50,5,0.3,I,ShP,Euclidean,0,none,gumbel,5.4,0,1000,1,1
50,5,0.3,I,ShP,Supremum,0,none,gumbel,6.9,0,1000,1,1
50,5,0.3,Sh,SbP,Euclidean,0,none,gumbel,3.1,0,1000,1,1
50,5,0.3,Sh,SbP,Supremum,0,none,gumbel,3.7,0,1000,1,1
50,5,0.3,I,SbP,Euclidean,0,none,gumbel,4.1,0,1000,1,1
50,5,0.3,I,SbP,Supremum,0,none,gumbel,4.4,0,1000,1,1
50,5,0.3,Sh,ShJ,Euclidean,0,none,gumbel,22.9,0,1000,1,1
50,5,0.3,Sh,ShJ,Supremum,0,none,gumbel,19.1,0,1000,1,1
50,5,0.3,I,ShJ,Euclidean,0,none,gumbel,3.7,0,1000,1,1
50,5,0.3,I,ShJ,Supremum,0,none,gumbel,4.7,0,1000,1,1
50,5,0.3,Sh,SbJ,Euclidean,0,none,gumbel,5.1,0,1000,1,1
50,5,0.3,Sh,SbJ,Supremum,0,none,gumbel,4.6,0,1000,1,1
50,5,0.3,I,SbJ,Euclidean,0,none,gumbel,5.2,0,1000,1,1
50,5,0.3,I,SbJ,Supremum,0,none,gumbel,5.3,0,1000,1,1
150,15,0.6,Sh,ShP,Euclidean,0.1,column,gumbel,100,0,1000,0,0
150,15,0.6,Sh,ShP,Supremum,0.1,column,gumbel,97.1,0,1000,0,0
150,15,0.6,I,ShP,Euclidean,0.1,column,gumbel,98.1,0,1000,0,0
150,15,0.6,I,ShP,Supremum,0.1,column,gumbel,96.3,0,1000,0,0
150,15,0.6,Sh,SbP,Euclidean,0.1,column,gumbel,77.4,0,1000,1,1
150,15,0.6,Sh,SbP,Supremum,0.1,column,gumbel,51.5,0,1000,1,1
150,15,0.6,I,SbP,Euclidean,0.1,column,gumbel,98.7,0,1000,1,1
150,15,0.6,I,SbP,Supremum,0.1,column,gumbel,97.2,0,1000,1,1
150,15,0.6,Sh,ShJ,Euclidean,0.1,column,gumbel,100,0,1000,1,1
150,15,0.6,Sh,ShJ,Supremum,0.1,column,gumbel,95.4,0,1000,1,1
150,15,0.6,I,ShJ,Euclidean,0.1,column,gumbel,97.1,0,1000,1,1
150,15,0.6,I,ShJ,Supremum,0.1,column,gumbel,95.4,0,1000,1,1
150,15,0.6,Sh,SbJ,Euclidean,0.1,column,gumbel,73.2,0,1000,1,1
150,15,0.6,Sh,SbJ,Supremum,0.1,column,gumbel,51.2,0,1000,1,1
150,15,0.6,I,SbJ,Euclidean,0.1,column,gumbel,98.5,0,1000,1,1
150,15,0.6,I,SbJ,Supremum,0.1,column,gumbel,96.7,0,1000,1,1
250,5,0.3,Sh,ShP,Euclidean,0.1,single,gumbel,53.7,0,1000,1,1
250,5,0.3,Sh,ShP,Supremum,0.1,single,gumbel,52.1,0,1000,1,1
250,5,0.3,I,ShP,Euclidean,0.1,single,gumbel,41.4,0,1000,1,1
250,5,0.3,I,ShP,Supremum,0.1,single,gumbel,55.1,0,1000,1,1
250,5,0.3,Sh,SbP,Euclidean,0.1,single,gumbel,46.7,0,1000,1,1
250,5,0.3,Sh,SbP,Supremum,0.1,single,gumbel,55.7,0,1000,1,1
250,5,0.3,I,SbP,Euclidean,0.1,single,gumbel,40.5,0,1000,1,1
250,5,0.3,I,SbP,Supremum,0.1,single,gumbel,54.2,0,1000,1,1
250,5,0.3,Sh,ShJ,Euclidean,0.1,single,gumbel,51.2,0,1000,1,1
250,5,0.3,Sh,ShJ,Supremum,0.1,single,gumbel,50.8,0,1000,1,1
250,5,0.3,I,ShJ,Euclidean,0.1,single,gumbel,39.1,0,1000,1,1
250,5,0.3,I,ShJ,Supremum,0.1,single,gumbel,54,0,1000,1,1
250,5,0.3,Sh,SbJ,Euclidean,0.1,single,gumbel,47.7,0,1000,1,1
250,5,0.3,Sh,SbJ,Supremum,0.1,single,gumbel,56.4,0,1000,1,1
250,5,0.3,I,SbJ,Euclidean,0.1,single,gumbel,41.2,0,1000,1,1
250,5,0.3,I,SbJ,Supremum,0.1,single,gumbel,54.2,0,1000,1,1
100,15,0.6,Sh,ShP,Euclidean,0.2,column,clayton,99.7,0,1000,0,0
100,15,0.6,Sh,ShP,Supremum,0.2,column,clayton,95.6,0,1000,0,0
100,15,0.6,I,ShP,Euclidean,0.2,column,clayton,100,0,1000,0,0
100,15,0.6,I,ShP,Supremum,0.2,column,clayton,100,0,1000,0,0
100,15,0.6,Sh,SbP,Euclidean,0.2,column,clayton,100,0,1000,1,1
100,15,0.6,Sh,SbP,Supremum,0.2,column,clayton,98.9,0,1000,1,1
100,15,0.6,I,SbP,Euclidean,0.2,column,clayton,100,0,1000,1,1
100,15,0.6,I,SbP,Supremum,0.2,column,clayton,100,0,1000,1,1
100,15,0.6,Sh,ShJ,Euclidean,0.2,column,clayton,100,0,1000,1,0
100,15,0.6,Sh,ShJ,Supremum,0.2,column,clayton,100,0,1000,1,0
100,15,0.6,I,ShJ,Euclidean,0.2,column,clayton,100,0,1000,1,0
100,15,0.6,I,ShJ,Supremum,0.2,column,clayton,100,0,1000,1,0
100,15,0.6,Sh,SbJ,Euclidean,0.2,column,clayton,100,0,1000,1,1
100,15,0.6,Sh,SbJ,Supremum,0.2,column,clayton,99.5,0,1000,1,1
100,15,0.6,I,SbJ,Euclidean,0.2,column,clayton,100,0,1000,1,1
100,15,0.6,I,SbJ,Supremum,0.2,column,clayton,100,0,1000,1,1
150,15,0.3,Sh,ShP,Euclidean,0.2,column,gumbel,100,0,1000,0,0
150,15,0.3,Sh,ShP,Supremum,0.2,column,gumbel,100,0,1000,0,0
150,15,0.3,I,ShP,Euclidean,0.2,column,gumbel,100,0,1000,0,0
150,15,0.3,I,ShP,Supremum,0.2,column,gumbel,99.9,0,1000,0,0
150,15,0.3,Sh,SbP,Euclidean,0.2,column,gumbel,97.3,0,1000,1,1
150,15,0.3,Sh,SbP,Supremum,0.2,column,gumbel,81.1,0,1000,1,1
150,15,0.3,I,SbP,Euclidean,0.2,column,gumbel,100,0,1000,1,1
150,15,0.3,I,SbP,Supremum,0.2,column,gumbel,99.9,0,1000,1,1
150,15,0.3,Sh,ShJ,Euclidean,0.2,column,gumbel,100,0,1000,1,1
150,15,0.3,Sh,ShJ,Supremum,0.2,column,gumbel,99.5,0,1000,1,1
150,15,0.3,I,ShJ,Euclidean,0.2,column,gumbel,100,0,1000,1,1
150,15,0.3,I,ShJ,Supremum,0.2,column,gumbel,99.9,0,1000,1,1
150,15,0.3,Sh,SbJ,Euclidean,0.2,column,gumbel,97.8,0,1000,1,1
150,15,0.3,Sh,SbJ,Supremum,0.2,column,gumbel,86.1,0,1000,1,1
150,15,0.3,I,SbJ,Euclidean,0.2,column,gumbel,100,0,1000,1,1
150,15,0.3,I,SbJ,Supremum,0.2,column,gumbel,99.9,0,1000,1,1
50,5,0.6,Sh,ShP,Euclidean,0,none,gumbel,36.4,0,1000,0.995,0.995
50,5,0.6,Sh,ShP,Supremum,0,none,gumbel,29.6,0,1000,0.995,0.995
50,5,0.6,I,ShP,Euclidean,0,none,gumbel,5.6,0,1000,0.995,0.995
50,5,0.6,I,ShP,Supremum,0,none,gumbel,6.9,0,1000,0.995,0.995
50,5,0.6,Sh,SbP,Euclidean,0,none,gumbel,4.2,0,1000,1,1
50,5,0.6,Sh,SbP,Supremum,0,none,gumbel,5.3,0,1000,1,1
50,5,0.6,I,SbP,Euclidean,0,none,gumbel,4.9,0,1000,1,1
50,5,0.6,I,SbP,Supremum,0,none,gumbel,5.2,0,1000,1,1
50,5,0.6,Sh,ShJ,Euclidean,0,none,gumbel,15.4,0,1000,1,1
50,5,0.6,Sh,ShJ,Supremum,0,none,gumbel,13,0,1000,1,1
50,5,0.6,I,ShJ,Euclidean,0,none,gumbel,3,0,1000,1,1
50,5,0.6,I,ShJ,Supremum,0,none,gumbel,4.6,0,1000,1,1
50,5,0.6,Sh,SbJ,Euclidean,0,none,gumbel,4.4,0,1000,1,1
50,5,0.6,Sh,SbJ,Supremum,0,none,gumbel,4.8,0,1000,1,1
50,5,0.6,I,SbJ,Euclidean,0,none,gumbel,4.9,0,1000,1,1
50,5,0.6,I,SbJ,Supremum,0,none,gumbel,5.2,0,1000,1,1
50,15,0.3,Sh,ShP,Euclidean,0.2,single,clayton,70.8,0,1000,0,0
50,15,0.3,Sh,ShP,Supremum,0.2,single,clayton,52,0,1000,0,0
50,15,0.3,I,ShP,Euclidean,0.2,single,clayton,3,0,1000,0,0
50,15,0.3,I,ShP,Supremum,0.2,single,clayton,12.4,0,1000,0,0
50,15,0.3,Sh,SbP,Euclidean,0.2,single,clayton,12.3,0,1000,1,1
50,15,0.3,Sh,SbP,Supremum,0.2,single,clayton,28.7,0,1000,1,1
50,15,0.3,I,SbP,Euclidean,0.2,single,clayton,6.1,0,1000,1,1
50,15,0.3,I,SbP,Supremum,0.2,single,clayton,13.3,0,1000,1,1
50,15,0.3,Sh,ShJ,Euclidean,0.2,single,clayton,45.7,0,1000,1,0
50,15,0.3,Sh,ShJ,Supremum,0.2,single,clayton,25.3,0,1000,1,0
50,15,0.3,I,ShJ,Euclidean,0.2,single,clayton,1.1,0,1000,1,0
50,15,0.3,I,ShJ,Supremum,0.2,single,clayton,9.7,0,1000,1,0
50,15,0.3,Sh,SbJ,Euclidean,0.2,single,clayton,11,0,1000,1,1
50,15,0.3,Sh,SbJ,Supremum,0.2,single,clayton,27.3,0,1000,1,1
50,15,0.3,I,SbJ,Euclidean,0.2,single,clayton,6.8,0,1000,1,1
50,15,0.3,I,SbJ,Supremum,0.2,single,clayton,13.3,0,1000,1,1
100,5,0.6,Sh,ShP,Euclidean,0,none,gumbel,14.7,0,1000,1,1
100,5,0.6,Sh,ShP,Supremum,0,none,gumbel,13.7,0,1000,1,1
100,5,0.6,I,ShP,Euclidean,0,none,gumbel,4.3,0,1000,1,1
100,5,0.6,I,ShP,Supremum,0,none,gumbel,5.6,0,1000,1,1
100,5,0.6,Sh,SbP,Euclidean,0,none,gumbel,3.2,0,1000,1,1
100,5,0.6,Sh,SbP,Supremum,0,none,gumbel,4.1,0,1000,1,1
100,5,0.6,I,SbP,Euclidean,0,none,gumbel,3.9,0,1000,1,1
100,5,0.6,I,SbP,Supremum,0,none,gumbel,4.8,0,1000,1,1
100,5,0.6,Sh,ShJ,Euclidean,0,none,gumbel,9.6,0,1000,1,1
100,5,0.6,Sh,ShJ,Supremum,0,none,gumbel,9.1,0,1000,1,1
100,5,0.6,I,ShJ,Euclidean,0,none,gumbel,3,0,1000,1,1
100,5,0.6,I,ShJ,Supremum,0,none,gumbel,4.2,0,1000,1,1
100,5,0.6,Sh,SbJ,Euclidean,0,none,gumbel,3.2,0,1000,1,1
100,5,0.6,Sh,SbJ,Supremum,0,none,gumbel,4,0,1000,1,1
100,5,0.6,I,SbJ,Euclidean,0,none,gumbel,4.1,0,1000,1,1
100,5,0.6,I,SbJ,Supremum,0,none,gumbel,4.7,0,1000,1,1
250,15,0.6,Sh,ShP,Euclidean,0.1,single,clayton,99.8,0,1000,1,1
250,15,0.6,Sh,ShP,Supremum,0.1,single,clayton,91.5,0,1000,1,1
250,15,0.6,I,ShP,Euclidean,0.1,single,clayton,11.8,0,1000,1,1
250,15,0.6,I,ShP,Supremum,0.1,single,clayton,88.4,0,1000,1,1
250,15,0.6,Sh,SbP,Euclidean,0.1,single,clayton,69.9,0,1000,1,1
250,15,0.6,Sh,SbP,Supremum,0.1,single,clayton,99.1,0,1000,1,1
250,15,0.6,I,SbP,Euclidean,0.1,single,clayton,14.5,0,1000,1,1
250,15,0.6,I,SbP,Supremum,0.1,single,clayton,89.3,0,1000,1,1
250,15,0.6,Sh,ShJ,Euclidean,0.1,single,clayton,99.1,0,1000,1,1
250,15,0.6,Sh,ShJ,Supremum,0.1,single,clayton,88.4,0,1000,1,1
250,15,0.6,I,ShJ,Euclidean,0.1,single,clayton,8.4,0,1000,1,1
250,15,0.6,I,ShJ,Supremum,0.1,single,clayton,87.1,0,1000,1,1
250,15,0.6,Sh,SbJ,Euclidean,0.1,single,clayton,66.8,0,1000,1,1
250,15,0.6,Sh,SbJ,Supremum,0.1,single,clayton,98.9,0,1000,1,1
250,15,0.6,I,SbJ,Euclidean,0.1,single,clayton,13.5,0,1000,1,1
250,15,0.6,I,SbJ,Supremum,0.1,single,clayton,88.5,0,1000,1,1
50,5,0.3,Sh,ShP,Euclidean,0.2,column,gumbel,77,0,1000,0.999,0.999
50,5,0.3,Sh,ShP,Supremum,0.2,column,gumbel,63.6,0,1000,0.999,0.999
50,5,0.3,I,ShP,Euclidean,0.2,column,gumbel,73.5,0,1000,0.999,0.999
50,5,0.3,I,ShP,Supremum,0.2,column,gumbel,59.1,0,1000,0.999,0.999
50,5,0.3,Sh,SbP,Euclidean,0.2,column,gumbel,53.3,0,1000,1,1
50,5,0.3,Sh,SbP,Supremum,0.2,column,gumbel,27.7,0,1000,1,1
50,5,0.3,I,SbP,Euclidean,0.2,column,gumbel,70.7,0,1000,1,1
50,5,0.3,I,SbP,Supremum,0.2,column,gumbel,41.6,0,1000,1,1
50,5,0.3,Sh,ShJ,Euclidean,0.2,column,gumbel,62.5,0,1000,1,1
50,5,0.3,Sh,ShJ,Supremum,0.2,column,gumbel,48.9,0,1000,1,1
50,5,0.3,I,ShJ,Euclidean,0.2,column,gumbel,68.5,0,1000,1,1
50,5,0.3,I,ShJ,Supremum,0.2,column,gumbel,51,0,1000,1,1
50,5,0.3,Sh,SbJ,Euclidean,0.2,column,gumbel,63.2,0,1000,1,1
50,5,0.3,Sh,SbJ,Supremum,0.2,column,gumbel,38.8,0,1000,1,1
50,5,0.3,I,SbJ,Euclidean,0.2,column,gumbel,74.5,0,1000,1,1
50,5,0.3,I,SbJ,Supremum,0.2,column,gumbel,53.6,0,1000,1,1
150,5,0.6,Sh,ShP,Euclidean,0.2,column,clayton,100,0,1000,1,1
150,5,0.6,Sh,ShP,Supremum,0.2,column,clayton,100,0,1000,1,1
150,5,0.6,I,ShP,Euclidean,0.2,column,clayton,100,0,1000,1,1
150,5,0.6,I,ShP,Supremum,0.2,column,clayton,100,0,1000,1,1
150,5,0.6,Sh,SbP,Euclidean,0.2,column,clayton,100,0,1000,1,1
150,5,0.6,Sh,SbP,Supremum,0.2,column,clayton,100,0,1000,1,1
150,5,0.6,I,SbP,Euclidean,0.2,column,clayton,100,0,1000,1,1
150,5,0.6,I,SbP,Supremum,0.2,column,clayton,100,0,1000,1,1
150,5,0.6,Sh,ShJ,Euclidean,0.2,column,clayton,100,0,1000,1,1
150,5,0.6,Sh,ShJ,Supremum,0.2,column,clayton,100,0,1000,1,1
150,5,0.6,I,ShJ,Euclidean,0.2,column,clayton,100,0,1000,1,1
150,5,0.6,I,ShJ,Supremum,0.2,column,clayton,100,0,1000,1,1
150,5,0.6,Sh,SbJ,Euclidean,0.2,column,clayton,100,0,1000,1,1
150,5,0.6,Sh,SbJ,Supremum,0.2,column,clayton,100,0,1000,1,1
150,5,0.6,I,SbJ,Euclidean,0.2,column,clayton,100,0,1000,1,1
150,5,0.6,I,SbJ,Supremum,0.2,column,clayton,100,0,1000,1,1
150,5,0.6,Sh,ShP,Euclidean,0.2,column,gumbel,100,0,1000,1,1
150,5,0.6,Sh,ShP,Supremum,0.2,column,gumbel,100,0,1000,1,1
150,5,0.6,I,ShP,Euclidean,0.2,column,gumbel,100,0,1000,1,1
150,5,0.6,I,ShP,Supremum,0.2,column,gumbel,100,0,1000,1,1
150,5,0.6,Sh,SbP,Euclidean,0.2,column,gumbel,100,0,1000,1,1
150,5,0.6,Sh,SbP,Supremum,0.2,column,gumbel,100,0,1000,1,1
150,5,0.6,I,SbP,Euclidean,0.2,column,gumbel,100,0,1000,1,1
150,5,0.6,I,SbP,Supremum,0.2,column,gumbel,100,0,1000,1,1
150,5,0.6,Sh,ShJ,Euclidean,0.2,column,gumbel,100,0,1000,1,1
150,5,0.6,Sh,ShJ,Supremum,0.2,column,gumbel,100,0,1000,1,1
150,5,0.6,I,ShJ,Euclidean,0.2,column,gumbel,100,0,1000,1,1
150,5,0.6,I,ShJ,Supremum,0.2,column,gumbel,100,0,1000,1,1
150,5,0.6,Sh,SbJ,Euclidean,0.2,column,gumbel,100,0,1000,1,1
150,5,0.6,Sh,SbJ,Supremum,0.2,column,gumbel,100,0,1000,1,1
150,5,0.6,I,SbJ,Euclidean,0.2,column,gumbel,100,0,1000,1,1
150,5,0.6,I,SbJ,Supremum,0.2,column,gumbel,100,0,1000,1,1
250,5,0.3,Sh,ShP,Euclidean,0.2,column,gumbel,100,0,1000,1,1
